Body,Head,Head Coverage,Std_Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  patientDrug  Atezolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasBiomarker  ALK_Positive  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Male  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,0.5,1,0.666666667,0.333333333,22,11,44,11
?a  hasAgeCategory  Old  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.015873,0.4,0.4,22,55,55,?a,0.4,0,1,0,22,0,55,0
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0.5,0,1,0,22,0,44,0
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Alectinib  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  hasBiomarker  MET_Negative  ?a  hasStage  IVB   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Durvalumab  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Lorlatinib  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,0,0,0,0,0,0,0,0
?a  hasStage  IVB  ?a  patientDrug  Afatinib   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasStage  IVB  ?a  patientDrug  Gemcitabine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Nivolumab  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Crizotinib  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Pembrolizumab  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IIA  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IV  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0.333333333,1,0.5,0.5,11,11,33,11
?a  hasStage  IV  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IVB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0.5,0,1,0,22,0,44,0
?a  hasSmokingHabit  NonSmoker  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IV  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Cisplatin,0.047619,0.545455,0.545455,66,121,121,?a,0.5,1,0.833333333,0.166666667,55,11,110,11
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Cisplatin,0.015873,0.4,0.4,22,55,55,?a,0.5,0.333333333,0.5,0.5,11,11,22,33
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasBiomarker  RET_Negative  ?a  hasStage  IVB   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  patientDrug  Osimertinib   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Cisplatin,0.02381,0.5,0.5,33,66,66,?a,0.5,0.5,0.333333333,0.666666667,11,22,22,44
?a  patientDrug  Paclitaxel  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,0.5,1,0.666666667,0.333333333,22,11,44,11
?a  hasStage  IVB  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  hasStage  IVB  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Carboplatin  ?a  patientDrug  Osimertinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVB   ,?a  patientDrug  Cisplatin,0.02381,0.5,0.5,33,66,66,?a,0.5,0.5,0.666666667,0.333333333,22,11,44,22
?a  hasStage  IIA  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IIIB  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  patientDrug  Carboplatin  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.031746,0.5,0.5,44,88,88,?a,0.5,0.5,0.5,0.5,22,22,44,44
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0,0.5,0,1,0,22,0,44
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.02381,0.5,0.5,33,66,66,?a,0.4,1,0.666666667,0.333333333,22,11,55,11
?a  patientDrug  Paclitaxel  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Cisplatin,0.02381,0.75,0.75,33,44,44,?a,1,0.666666667,0.333333333,0.666666667,11,22,11,33
?a  hasGender  Male  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Cisplatin,0.055556,0.583333,0.583333,77,132,132,?a,0.6,0.571428571,0.428571429,0.571428571,33,44,55,77
?a  hasAgeCategory  Young  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Cisplatin,0.055556,0.5,0.5,77,154,154,?a,0.428571429,0.571428571,0.428571429,0.571428571,33,44,77,77
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  KRAS_Negative  ?a  hasStage  IVB   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.031746,0.5,0.5,44,88,88,?a,0.571428571,0,1,0,44,0,77,11
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Cisplatin,0.079365,0.47619,0.47619,110,231,231,?a,0.444444444,0.5,0.4,0.6,44,66,99,132
?a  patientDrug  Afatinib  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Paclitaxel  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0.5,0.5,0.5,0.5,11,11,22,22
?a  patientDrug  Paclitaxel  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  hasGender  Male  ?a  hasStage  IVB   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  patientDrug  Carboplatin  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Cisplatin,0.007937,0.333333,0.333333,11,33,33,?a,0.5,0,1,0,11,0,22,11
?a  patientDrug  Crizotinib  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.031746,0.666667,0.666667,44,66,66,?a,1,0.5,0.5,0.5,22,22,22,44
?a  patientDrug  Osimertinib  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Afatinib  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Cisplatin,0.047619,0.461538,0.461538,66,143,143,?a,0.5,0.4,0.666666667,0.333333333,44,22,88,55
?a  patientDrug  Vinorelbine  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIA  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Vinorelbine  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IIIB  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.02381,0.5,0.5,33,66,66,?a,0.5,0.5,0.666666667,0.333333333,22,11,44,22
?a  hasAgeCategory  Young  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.015873,0.5,0.5,22,44,44,?a,0,1,0,1,0,22,22,22
?a  patientDrug  Paclitaxel  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasGender  Female  ?a  patientDrug  Alectinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Paclitaxel  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Positive  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Carboplatin  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Female  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.02381,0.75,0.75,33,44,44,?a,0.666666667,1,0.666666667,0.333333333,22,11,33,11
?a  hasStage  IIA  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Docetaxel  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IIIB  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Young  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  patientDrug  Vinorelbine  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  patientDrug  Docetaxel  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  patientDrug  Daratumumab  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  patientDrug  Vinorelbine  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Vinorelbine  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Cisplatin,0.031746,0.571429,0.571429,44,77,77,?a,0.666666667,0.5,0.5,0.5,22,22,33,44
?a  hasAgeCategory  Old  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasGender  Female  ?a  patientDrug  Brigatinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Docetaxel  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Female  ?a  patientDrug  Lorlatinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Paclitaxel  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Female  ?a  hasStage  IIIB   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  ALK_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Cisplatin,0.015873,0.4,0.4,22,55,55,?a,0,0.666666667,0,1,0,22,22,33
?a  patientDrug  Paclitaxel  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Female  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Cisplatin,0.02381,0.375,0.375,33,88,88,?a,0.25,0.5,0.333333333,0.666666667,11,22,44,44
?a  hasAgeCategory  Old  ?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Cisplatin,0.031746,0.4,0.4,44,110,110,?a,0.4,0.4,0.5,0.5,22,22,55,55
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.02381,0.5,0.5,33,66,66,?a,0.5,0,1,0,33,0,66,0
?a  hasBiomarker  EGFR_Positive  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Cisplatin,0.02381,0.375,0.375,33,88,88,?a,0,0.5,0,1,0,33,22,66
?a  hasGender  Female  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.007937,0.333333,0.333333,11,33,33,?a,0,0.333333333,0,1,0,11,0,33
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.02381,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.031746,0.571429,0.571429,44,77,77,?a,0.75,0.333333333,0.75,0.25,33,11,44,33
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Daratumumab   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIA  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Male  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.02381,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  hasAgeCategory  Old  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Cisplatin,0.015873,0.4,0.4,22,55,55,?a,0,0.5,0,1,0,22,11,44
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Docetaxel  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,0.75,0,1,0,33,0,44,11
?a  patientDrug  Docetaxel  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Female  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Male  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Cisplatin,0.039683,0.625,0.625,55,88,88,?a,0.6,0.666666667,0.6,0.4,33,22,55,33
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Cisplatin,0.031746,0.5,0.5,44,88,88,?a,0.5,0.5,0.5,0.5,22,22,44,44
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.02381,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Lorlatinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Positive  ?a  hasBiomarker  RET_Negative   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Cisplatin,0.031746,0.571429,0.571429,44,77,77,?a,1,0.5,0.25,0.75,11,33,11,66
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Brigatinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Other   ,?a  patientDrug  Cisplatin,0.007937,0.333333,0.333333,11,33,33,?a,0.333333333,0,1,0,11,0,33,0
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Alectinib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Docetaxel  ?a  patientDrug  Gemcitabine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Cisplatin,0.031746,0.4,0.4,44,110,110,?a,0.25,0.5,0.25,0.75,11,33,44,66
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,1,0,1,0,33,0,33,22
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Gemcitabine   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.015873,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Male   ,?a  patientDrug  Cisplatin,0.039683,0.555556,0.555556,55,99,99,?a,0.6,0.5,0.6,0.4,33,22,55,44
?a  patientDrug  Pemetrexed  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.015873,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasBiomarker  ROS1_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Cisplatin,0.015873,0.4,0.4,22,55,55,?a,0.333333333,0.5,0.5,0.5,11,11,33,22
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Gemcitabine   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Positive  ?a  hasRelapse_Progression  Relapse   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IIIB   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Male  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Cisplatin,0.055556,0.636364,0.636364,77,121,121,?a,0.6,0.666666667,0.428571429,0.571428571,33,44,55,66
?a  patientDrug  Osimertinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Cisplatin,0.007937,0.333333,0.333333,11,33,33,?a,0,0.5,0,1,0,11,11,22
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Cisplatin,0.031746,0.571429,0.571429,44,77,77,?a,0.571428571,0,1,0,44,0,77,0
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Cisplatin,0.039683,0.555556,0.555556,55,99,99,?a,0.75,0.4,0.6,0.4,33,22,44,55
?a  hasGender  Male  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Cisplatin,0.031746,0.666667,0.666667,44,66,66,?a,1,0.5,0.5,0.5,22,22,22,44
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Gemcitabine   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Durvalumab   ,?a  patientDrug  Cisplatin,0.007937,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  patientDrug  Pemetrexed  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Cisplatin,0.02381,0.6,0.6,33,55,55,?a,0.75,0,1,0,33,0,44,11
?a  hasBiomarker  MET_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Surgery   ,?a  patientDrug  Cisplatin,0.007937,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Negative  ?a  hasGender  Male   ,?a  patientDrug  Cisplatin,0.031746,0.666667,0.666667,44,66,66,?a,0.6,1,0.75,0.25,33,11,55,11
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Cisplatin,0.007937,0.333333,0.333333,11,33,33,?a,0,0.333333333,0,1,0,11,0,33
